locus_tag	ftype	length_bp	gene	EC_number	COG	product
GLHBOIPB_02590	CDS	306	ynfD			putative protein YnfD
GLHBOIPB_02591	CDS	747				hypothetical protein
GLHBOIPB_02592	CDS	561	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
GLHBOIPB_02593	CDS	342				hypothetical protein
GLHBOIPB_02594	CDS	327				hypothetical protein
GLHBOIPB_02595	CDS	162	rspA_1		COG4948	Starvation-sensing protein RspA
GLHBOIPB_02596	CDS	969	rspA_2	4.2.1.-	COG4948	D-galactonate dehydratase family member RspA
GLHBOIPB_02597	CDS	1020	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
GLHBOIPB_02598	CDS	1368	ydfJ_1			Putative transporter YdfJ
GLHBOIPB_02599	CDS	1461	por_3	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
GLHBOIPB_02600	CDS	204	ydfZ			Putative selenoprotein YdfZ
GLHBOIPB_02601	CDS	687	rspR		COG1802	HTH-type transcriptional repressor RspR
GLHBOIPB_02602	CDS	747	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
GLHBOIPB_02603	CDS	2046	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
GLHBOIPB_02604	CDS	891	dgcZ	2.7.7.65	COG2199	Diguanylate cyclase DgcZ
GLHBOIPB_02605	CDS	96	mgtS			Small protein MgtS
GLHBOIPB_02606	CDS	1188	mdrP			Na(+), Li(+), K(+)/H(+) antiporter
GLHBOIPB_02607	CDS	900	eamA		COG0697	putative amino-acid metabolite efflux pump
GLHBOIPB_02608	CDS	699	mngR_2		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
GLHBOIPB_02609	CDS	312	celA	2.7.1.205		PTS system cellobiose-specific EIIB component
GLHBOIPB_02610	CDS	1323	chbC_2		COG1455	PTS system N,N'-diacetylchitobiose-specific EIIC component
GLHBOIPB_02611	CDS	312	chbA_2		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
GLHBOIPB_02612	CDS	1674	bglH_1		COG4580	Cryptic outer membrane porin BglH
GLHBOIPB_02613	CDS	1440	bglA_1	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglA
GLHBOIPB_02614	CDS	219				hypothetical protein
GLHBOIPB_02615	CDS	384	marA			Multiple antibiotic resistance protein MarA
GLHBOIPB_02616	CDS	435	marR		COG1846	Multiple antibiotic resistance protein MarR
GLHBOIPB_02617	CDS	666				hypothetical protein
GLHBOIPB_02618	CDS	1191	sotB		COG2814	Sugar efflux transporter
GLHBOIPB_02619	CDS	882	gltR		COG0583	HTH-type transcriptional regulator GltR
GLHBOIPB_02620	CDS	1389	sad	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
GLHBOIPB_02621	CDS	927	glsA2	3.5.1.2	COG2066	Glutaminase 2
GLHBOIPB_02622	CDS	360				hypothetical protein
GLHBOIPB_02623	CDS	1419				hypothetical protein
GLHBOIPB_02624	CDS	1452	uxaB	1.1.1.58	COG0246	Altronate oxidoreductase
GLHBOIPB_02625	CDS	915				hypothetical protein
GLHBOIPB_02626	CDS	759	tam	2.1.1.144	COG4106	Trans-aconitate 2-methyltransferase
GLHBOIPB_02627	CDS	267	hipB		COG1396	Antitoxin HipB
GLHBOIPB_02628	CDS	1323	hipA	2.7.11.1	COG3550	Serine/threonine-protein kinase toxin HipA
GLHBOIPB_02629	CDS	201				hypothetical protein
GLHBOIPB_02630	CDS	909	argP_1			HTH-type transcriptional regulator ArgP
GLHBOIPB_02631	CDS	783				hypothetical protein
GLHBOIPB_02632	CDS	123				hypothetical protein
GLHBOIPB_02633	CDS	564	fimA_3			Type-1 fimbrial protein, A chain
GLHBOIPB_02634	CDS	711	focC_1			Chaperone protein FocC
GLHBOIPB_02635	CDS	2652	fimD_2		COG3188	Outer membrane usher protein FimD
GLHBOIPB_02636	CDS	531	fimF_2			Protein FimF
GLHBOIPB_02637	CDS	504	fimG_2			Protein FimG
GLHBOIPB_02638	CDS	915	fimH_2			Type 1 fimbrin D-mannose specific adhesin
GLHBOIPB_02639	CDS	2280	ydeP		COG0243	Protein YdeP
GLHBOIPB_02640	CDS	198	safA			Two-component-system connector protein SafA
GLHBOIPB_02641	CDS	762	ydeO		COG2207	HTH-type transcriptional regulator YdeO
GLHBOIPB_02642	CDS	1683				hypothetical protein
GLHBOIPB_02643	CDS	1158	chuR_1	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
GLHBOIPB_02644	CDS	1659	yddA		COG4178	Inner membrane ABC transporter ATP-binding protein YddA
GLHBOIPB_02645	CDS	2373				hypothetical protein
GLHBOIPB_02646	CDS	2784				hypothetical protein
GLHBOIPB_02647	CDS	1401	gadB_2	4.1.1.15	COG0076	Glutamate decarboxylase beta
GLHBOIPB_02648	CDS	1536	gadC		COG0531	putative glutamate/gamma-aminobutyrate antiporter
GLHBOIPB_02649	CDS	1320				hypothetical protein
GLHBOIPB_02650	CDS	2400	dosP	3.1.4.52	COG2199	Oxygen sensor protein DosP
GLHBOIPB_02651	CDS	432	osmC	1.11.1.15	COG1764	Peroxiredoxin OsmC
GLHBOIPB_02652	CDS	216	bdm			Protein bdm
GLHBOIPB_02653	CDS	138	sra			Stationary-phase-induced ribosome-associated protein
GLHBOIPB_02654	CDS	1698	maeA	1.1.1.38	COG0281	NAD-dependent malic enzyme
GLHBOIPB_02655	CDS	1011	adhP	1.1.1.1	COG1064	Alcohol dehydrogenase, propanol-preferring
GLHBOIPB_02656	CDS	171				hypothetical protein
GLHBOIPB_02657	CDS	279	higB_2	3.1.-.-		Endoribonuclease HigB
GLHBOIPB_02658	CDS	285	yddM		COG3093	putative HTH-type transcriptional regulator YddM
GLHBOIPB_02659	CDS	654	fdnI		COG2864	Formate dehydrogenase, nitrate-inducible, cytochrome b556(Fdn) subunit
GLHBOIPB_02660	CDS	885	fdnH_2		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
GLHBOIPB_02661	CDS	2412	fdnG_1	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
GLHBOIPB_02662	CDS	588	fdnG_2	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
GLHBOIPB_02663	CDS	825	yddG		COG0697	Aromatic amino acid exporter YddG
GLHBOIPB_02664	CDS	1389	narU		COG2223	Nitrate/nitrite transporter NarU
GLHBOIPB_02665	CDS	3063	narZ_1	1.7.5.1	COG5013	Respiratory nitrate reductase 2 alpha chain
GLHBOIPB_02666	CDS	591	narZ_2	1.7.5.1	COG5013	Respiratory nitrate reductase 2 alpha chain
GLHBOIPB_02667	CDS	1545	narY	1.7.5.1	COG1140	Respiratory nitrate reductase 2 beta chain
GLHBOIPB_02668	CDS	696	narW		COG2180	putative nitrate reductase molybdenum cofactor assembly chaperone NarW
GLHBOIPB_02669	CDS	681	narV	1.7.5.1	COG2181	Respiratory nitrate reductase 2 gamma chain
GLHBOIPB_02670	CDS	894	yddE	5.1.-.-	COG0384	putative isomerase YddE
GLHBOIPB_02671	CDS	846	nhoA	2.3.1.5	COG2162	Arylamine N-acetyltransferase
GLHBOIPB_02672	CDS	570				hypothetical protein
GLHBOIPB_02673	CDS	216				hypothetical protein
GLHBOIPB_02674	CDS	960				hypothetical protein
GLHBOIPB_02675	CDS	822				hypothetical protein
GLHBOIPB_02676	CDS	603				hypothetical protein
GLHBOIPB_02677	CDS	2406	vgrG1_1	6.3.2.-	COG3501	Actin cross-linking toxin VgrG1
GLHBOIPB_02678	CDS	285				hypothetical protein
GLHBOIPB_02679	CDS	966				hypothetical protein
GLHBOIPB_02680	CDS	978				hypothetical protein
GLHBOIPB_02681	CDS	906				IS3 family transposase IS2
GLHBOIPB_02682	CDS	366				hypothetical protein
GLHBOIPB_02683	CDS	387				hypothetical protein
GLHBOIPB_02684	CDS	840				hypothetical protein
GLHBOIPB_02685	CDS	1959	vgrG1_2	6.3.2.-	COG3501	Actin cross-linking toxin VgrG1
GLHBOIPB_02686	CDS	285				hypothetical protein
GLHBOIPB_02687	CDS	177				hypothetical protein
GLHBOIPB_02688	CDS	1500	ansP2		COG1113	L-asparagine permease 2
GLHBOIPB_02689	CDS	1062	yncE		COG3391	putative protein YncE
GLHBOIPB_02690	CDS	2103	cntO_2			Metal-pseudopaline receptor CntO
GLHBOIPB_02691	CDS	237				hypothetical protein
GLHBOIPB_02692	CDS	519	mnaT	2.3.1.-	COG1247	L-amino acid N-acyltransferase MnaT
GLHBOIPB_02693	CDS	450	ydcZ		COG3238	Inner membrane protein YdcZ
GLHBOIPB_02694	CDS	234	ydcY			putative protein YdcY
GLHBOIPB_02695	CDS	174	ortT			Orphan toxin OrtT
GLHBOIPB_02696	CDS	1425	prr	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
GLHBOIPB_02697	CDS	795	ydcV_1			Inner membrane ABC transporter permease protein YdcV
GLHBOIPB_02698	CDS	942	ydcU		COG1176	Inner membrane ABC transporter permease protein YdcU
GLHBOIPB_02699	CDS	1014	potA_1	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
GLHBOIPB_02700	CDS	1146	ydcS	2.3.1.-		Bifunctional polyhydroxybutyrate synthase / ABC transporter periplasmic binding protein
GLHBOIPB_02701	CDS	1407	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
GLHBOIPB_02702	CDS	171				hypothetical protein
GLHBOIPB_02703	CDS	2004	rlhA_2		COG0826	23S rRNA 5-hydroxycytidine synthase
GLHBOIPB_02704	CDS	537	sutR		COG1396	HTH-type transcriptional regulator SutR
GLHBOIPB_02705	CDS	1173	ydcO		COG3135	Inner membrane protein YdcO
GLHBOIPB_02706	CDS	669				hypothetical protein
GLHBOIPB_02707	CDS	594	tehB	2.1.1.265	COG0500	Tellurite methyltransferase
GLHBOIPB_02708	CDS	993	tehA		COG1275	Tellurite resistance protein TehA
GLHBOIPB_02709	CDS	981				hypothetical protein
GLHBOIPB_02710	CDS	540	rimL	2.3.1.-	COG1670	Ribosomal-protein-serine acetyltransferase
GLHBOIPB_02711	CDS	225				hypothetical protein
GLHBOIPB_02712	CDS	1620	mdoD		COG3131	Glucans biosynthesis protein D
GLHBOIPB_02713	CDS	1344			COG5383	putative protein
GLHBOIPB_02714	CDS	924	catM			HTH-type transcriptional regulator CatM
GLHBOIPB_02715	CDS	456	trg		COG0840	Methyl-accepting chemotaxis protein III
GLHBOIPB_02716	CDS	174				hypothetical protein
GLHBOIPB_02717	CDS	531	cybB		COG3038	Cytochrome b561
GLHBOIPB_02718	CDS	1002	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
GLHBOIPB_02719	CDS	1440	aldA	1.2.1.22	COG1012	Lactaldehyde dehydrogenase
GLHBOIPB_02720	CDS	801	ydcF		COG1434	Protein YdcF
GLHBOIPB_02721	CDS	3903				hypothetical protein
GLHBOIPB_02722	CDS	606	azoR	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
GLHBOIPB_02723	CDS	1269	ynbD		COG0671	putative protein YnbD
GLHBOIPB_02724	CDS	1758	ynbC		COG2267	putative protein YnbC
GLHBOIPB_02725	CDS	897				hypothetical protein
GLHBOIPB_02726	CDS	606	ynbA		COG0558	Inner membrane protein YnbA
GLHBOIPB_02727	CDS	861	pdxI	1.1.1.65		Pyridoxine 4-dehydrogenase
GLHBOIPB_02728	CDS	8538				hypothetical protein
GLHBOIPB_02729	CDS	327				hypothetical protein
GLHBOIPB_02730	CDS	186				hypothetical protein
GLHBOIPB_02731	CDS	2640				hypothetical protein
GLHBOIPB_02732	CDS	990	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
GLHBOIPB_02733	CDS	423	hslJ		COG3187	Heat shock protein HslJ
GLHBOIPB_02734	CDS	267				hypothetical protein
GLHBOIPB_02735	CDS	3525	nifJ	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
GLHBOIPB_02736	CDS	1134	ompN		COG3203	Outer membrane porin N
GLHBOIPB_02737	CDS	435	uspF		COG0589	Universal stress protein F
GLHBOIPB_02738	CDS	270				hypothetical protein
GLHBOIPB_02739	CDS	936	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
GLHBOIPB_02740	CDS	1374	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
GLHBOIPB_02741	CDS	174	ynaL			Protein YnaL
GLHBOIPB_02742	CDS	984	zntB		COG0598	Zinc transport protein ZntB
GLHBOIPB_02743	CDS	1233	dgcM	2.7.7.65	COG2199	Diguanylate cyclase DgcM
GLHBOIPB_02744	CDS	564	smrA	3.1.-.-	COG2840	putative DNA endonuclease SmrA
GLHBOIPB_02745	CDS	399				hypothetical protein
GLHBOIPB_02746	CDS	306	aaeA_3			p-hydroxybenzoic acid efflux pump subunit AaeA
GLHBOIPB_02747	CDS	816	nimR_2			HTH-type transcriptional regulator NimR
GLHBOIPB_02748	CDS	516	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
GLHBOIPB_02749	CDS	753	fnr		COG0664	Fumarate and nitrate reduction regulatory protein
GLHBOIPB_02750	CDS	951	uspE		COG0589	Universal stress protein E
GLHBOIPB_02751	CDS	258				hypothetical protein
GLHBOIPB_02752	CDS	1032	ynaI		COG0668	Low conductance mechanosensitive channel YnaI
GLHBOIPB_02753	CDS	1614	mppA		COG4166	Periplasmic murein peptide-binding protein
GLHBOIPB_02754	CDS	900	pgrR_1			HTH-type transcriptional regulator PgrR
GLHBOIPB_02755	CDS	921	ycjY_1		COG1073	putative protein YcjY
GLHBOIPB_02756	CDS	639				hypothetical protein
GLHBOIPB_02757	CDS	456	mpaA_1	3.4.17.-	COG2866	Murein peptide amidase A
GLHBOIPB_02758	CDS	273	mpaA_2	3.4.17.-	COG2866	Murein peptide amidase A
GLHBOIPB_02759	CDS	966	ycjG	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
GLHBOIPB_02760	CDS	507	tpx	1.11.1.15	COG2077	Thiol peroxidase
GLHBOIPB_02761	CDS	1542	tyrR		COG3283	Transcriptional regulatory protein TyrR
GLHBOIPB_02762	CDS	1062				hypothetical protein
GLHBOIPB_02763	CDS	1398	ycjX		COG3106	putative protein YcjX
GLHBOIPB_02764	CDS	999	ccpA		COG1609	Catabolite control protein A
GLHBOIPB_02765	CDS	906	ompG			Outer membrane porin G
GLHBOIPB_02766	CDS	1083	msmX	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
GLHBOIPB_02767	CDS	660	ycjU	5.4.2.6	COG0637	Beta-phosphoglucomutase
GLHBOIPB_02768	CDS	2268	ycjT	2.4.1.230	COG1554	Kojibiose phosphorylase
GLHBOIPB_02769	CDS	1056	iolG	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
GLHBOIPB_02770	CDS	789				hypothetical protein
GLHBOIPB_02771	CDS	1053	tdh_2	1.1.1.103		L-threonine 3-dehydrogenase
GLHBOIPB_02772	CDS	843	ycjP		COG0395	Inner membrane ABC transporter permease protein YcjP
GLHBOIPB_02773	CDS	882	ycjO		COG1175	Inner membrane ABC transporter permease protein YcjO
GLHBOIPB_02774	CDS	1293				hypothetical protein
GLHBOIPB_02775	CDS	1680	ycjM	2.4.1.352	COG0366	Glucosylglycerate phosphorylase
GLHBOIPB_02776	CDS	315	pspE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase PspE
GLHBOIPB_02777	CDS	222	pspD			Phage shock protein D
GLHBOIPB_02778	CDS	360	pspC		COG1983	Phage shock protein C
GLHBOIPB_02779	CDS	225	pspB_2			Phage shock protein B
GLHBOIPB_02780	CDS	669	pspA		COG1842	Phage shock protein A
GLHBOIPB_02781	CDS	978	pspF		COG1221	Psp operon transcriptional activator
GLHBOIPB_02782	CDS	246				hypothetical protein
GLHBOIPB_02783	CDS	1644	sapA		COG4166	Peptide transport periplasmic protein SapA
GLHBOIPB_02784	CDS	966	sapB_2		COG4168	Putrescine export system permease protein SapB
GLHBOIPB_02785	CDS	891	sapC		COG4171	Putrescine export system permease protein SapC
GLHBOIPB_02786	CDS	993	sapD		COG4170	Putrescine export system ATP-binding protein SapD
GLHBOIPB_02787	CDS	807	sapF		COG4167	Putrescine export system ATP-binding protein SapF
GLHBOIPB_02788	CDS	1164	bcr_2			Bicyclomycin resistance protein
GLHBOIPB_02789	CDS	1374	ttgC		COG1538	putative efflux pump outer membrane protein TtgC
GLHBOIPB_02790	CDS	3108	mexB		COG0841	Multidrug resistance protein MexB
GLHBOIPB_02791	CDS	1122	mexA			Multidrug resistance protein MexA
GLHBOIPB_02792	CDS	567	betI_1			HTH-type transcriptional regulator BetI
GLHBOIPB_02793	CDS	789	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
GLHBOIPB_02794	CDS	1128				hypothetical protein
GLHBOIPB_02795	CDS	1935	rnb	3.1.13.1	COG4776	Exoribonuclease 2
GLHBOIPB_02796	CDS	1986	pdeR	3.1.4.52	COG2199	Cyclic di-GMP phosphodiesterase PdeR
GLHBOIPB_02797	CDS	174				hypothetical protein
GLHBOIPB_02798	CDS	750	srlR_5		COG1349	Glucitol operon repressor
GLHBOIPB_02799	CDS	219	osmB			Osmotically-inducible lipoprotein B
GLHBOIPB_02800	CDS	327	yciH		COG0023	putative protein YciH
GLHBOIPB_02801	CDS	798	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
GLHBOIPB_02802	CDS	1170	lapB_2		COG2956	Lipopolysaccharide assembly protein B
GLHBOIPB_02803	CDS	309	lapA		COG3771	Lipopolysaccharide assembly protein A
GLHBOIPB_02804	CDS	765	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
GLHBOIPB_02805	CDS	591	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
GLHBOIPB_02806	CDS	2676	acnA	4.2.1.3	COG1048	Aconitate hydratase A
GLHBOIPB_02807	CDS	168				hypothetical protein
GLHBOIPB_02808	CDS	129	ymiA			Protein YmiA
GLHBOIPB_02809	CDS	975	cysB			HTH-type transcriptional regulator CysB
GLHBOIPB_02810	CDS	2598	topA_2	5.6.2.1	COG0550	DNA topoisomerase 1
GLHBOIPB_02811	CDS	252	yciN			Protein YciN
GLHBOIPB_02812	CDS	1050	sohB	3.4.21.-	COG0616	putative protease SohB
GLHBOIPB_02813	CDS	759	yciK	1.-.-.-	COG1028	putative oxidoreductase YciK
GLHBOIPB_02814	CDS	591	btuR	2.5.1.17	COG2109	Corrinoid adenosyltransferase
GLHBOIPB_02815	CDS	876	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
GLHBOIPB_02816	CDS	1893				hypothetical protein
GLHBOIPB_02817	CDS	621	yciO		COG0009	putative protein YciO
GLHBOIPB_02818	CDS	882	yciV	3.1.13.-	COG0613	5'-3' exoribonuclease
GLHBOIPB_02819	CDS	1563	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
GLHBOIPB_02820	CDS	1596	trpGD		COG0512	Bifunctional protein TrpGD
GLHBOIPB_02821	CDS	1359	trpC		COG0134	Tryptophan biosynthesis protein TrpCF
GLHBOIPB_02822	CDS	1194	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
GLHBOIPB_02823	CDS	807	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
GLHBOIPB_02824	CDS	504	yciF		COG3685	Protein YciF
GLHBOIPB_02825	CDS	507	yciE		COG3685	Protein YciE
GLHBOIPB_02826	CDS	639	ompW		COG3047	Outer membrane protein W
GLHBOIPB_02827	CDS	744				hypothetical protein
GLHBOIPB_02828	CDS	540	yciB		COG2917	putative intracellular septation protein A
GLHBOIPB_02829	CDS	399		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
GLHBOIPB_02830	CDS	717	tonB		COG0810	Protein TonB
GLHBOIPB_02831	CDS	297	yciI		COG2350	Protein YciI
GLHBOIPB_02832	CDS	1254	kch		COG1226	Voltage-gated potassium channel Kch
GLHBOIPB_02833	CDS	1461	clsA	2.7.8.-	COG1502	Cardiolipin synthase A
GLHBOIPB_02834	CDS	330				hypothetical protein
GLHBOIPB_02835	CDS	1005	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GLHBOIPB_02836	CDS	1014	oppD		COG0444	Oligopeptide transport ATP-binding protein OppD
GLHBOIPB_02837	CDS	909	oppC		COG1173	Oligopeptide transport system permease protein OppC
GLHBOIPB_02838	CDS	921	oppB		COG0601	Oligopeptide transport system permease protein OppB
GLHBOIPB_02839	CDS	1677	oppA		COG4166	Periplasmic oligopeptide-binding protein
GLHBOIPB_02840	CDS	162				hypothetical protein
GLHBOIPB_02841	CDS	156				hypothetical protein
GLHBOIPB_02842	CDS	648				hypothetical protein
GLHBOIPB_02843	CDS	2676	adhE		COG1012	Aldehyde-alcohol dehydrogenase
GLHBOIPB_02844	CDS	1206				hypothetical protein
GLHBOIPB_02845	CDS	618	tdk	2.7.1.21	COG1435	Thymidine kinase
GLHBOIPB_02846	CDS	414	hns_2		COG2916	DNA-binding protein H-NS
GLHBOIPB_02847	CDS	909	galU	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
GLHBOIPB_02848	CDS	1014	rssB		COG0784	Regulator of RpoS
GLHBOIPB_02849	CDS	945			COG1752	putative NTE family protein
GLHBOIPB_02850	CDS	459				hypothetical protein
GLHBOIPB_02851	CDS	843	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
GLHBOIPB_02852	tRNA	85				tRNA-Tyr(gta)
GLHBOIPB_02853	tRNA	85				tRNA-Tyr(gta)
GLHBOIPB_02854	CDS	1092				hypothetical protein
GLHBOIPB_02855	CDS	1125				hypothetical protein
GLHBOIPB_02856	CDS	603				hypothetical protein
GLHBOIPB_02857	CDS	1287				hypothetical protein
GLHBOIPB_02858	CDS	807				hypothetical protein
GLHBOIPB_02859	CDS	1017	oleD_2	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
GLHBOIPB_02860	CDS	1008	fabH_1	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
GLHBOIPB_02861	CDS	678	narI	1.7.5.1	COG2181	Respiratory nitrate reductase 1 gamma chain
GLHBOIPB_02862	CDS	711	narJ		COG2180	Nitrate reductase molybdenum cofactor assembly chaperone NarJ
GLHBOIPB_02863	CDS	1539	narH	1.7.5.1	COG1140	Respiratory nitrate reductase 1 beta chain
GLHBOIPB_02864	CDS	3744	narG	1.7.5.1	COG5013	Respiratory nitrate reductase 1 alpha chain
GLHBOIPB_02865	CDS	1392	narK		COG2223	Nitrate/nitrite transporter NarK
GLHBOIPB_02866	CDS	219				hypothetical protein
GLHBOIPB_02867	CDS	1797	narX	2.7.13.3		Nitrate/nitrite sensor protein NarX
GLHBOIPB_02868	CDS	651	narL_2		COG2197	Nitrate/nitrite response regulator protein NarL
GLHBOIPB_02869	CDS	1395				Invasin
GLHBOIPB_02870	CDS	354	ychN		COG1553	Protein YchN
GLHBOIPB_02871	CDS	717	chaC	4.3.2.7	COG3703	Glutathione-specific gamma-glutamylcyclotransferase
GLHBOIPB_02872	CDS	231	chaB		COG4572	Putative cation transport regulator ChaB
GLHBOIPB_02873	CDS	1101	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
GLHBOIPB_02874	CDS	264				hypothetical protein
GLHBOIPB_02875	CDS	855	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
GLHBOIPB_02876	CDS	810				hypothetical protein
GLHBOIPB_02877	CDS	393	ychQ		COG3094	Protein YchQ
GLHBOIPB_02878	CDS	834	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
GLHBOIPB_02879	CDS	1083	prfA_1		COG0216	Peptide chain release factor RF1
GLHBOIPB_02880	CDS	1326	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
GLHBOIPB_02881	CDS	624	lolB		COG3017	Outer-membrane lipoprotein LolB
GLHBOIPB_02882	CDS	852	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
GLHBOIPB_02883	CDS	1014	prs_2	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
GLHBOIPB_02884	CDS	1653	dauA		COG0659	C4-dicarboxylic acid transporter DauA
GLHBOIPB_02885	CDS	279				hypothetical protein
GLHBOIPB_02886	CDS	585	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
GLHBOIPB_02887	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
GLHBOIPB_02888	CDS	1920	dhaR		COG3284	PTS-dependent dihydroxyacetone kinase operon regulatory protein
GLHBOIPB_02889	CDS	1071	dhaK	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
GLHBOIPB_02890	CDS	633	dhaL	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
GLHBOIPB_02891	CDS	1419	dhaM	2.7.1.121	COG1080	PEP-dependent dihydroxyacetone kinase, phosphoryl donor subunit DhaM
GLHBOIPB_02892	CDS	1698	treA	3.2.1.28	COG1626	Periplasmic trehalase
GLHBOIPB_02893	CDS	1023				hypothetical protein
GLHBOIPB_02894	CDS	981			COG0609	putative ABC transporter permease protein
GLHBOIPB_02895	CDS	759			COG1120	putative ABC transporter ATP-binding protein
GLHBOIPB_02896	CDS	813	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
GLHBOIPB_02897	CDS	855	nadC_2	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
GLHBOIPB_02898	CDS	1971	btuB_1			Vitamin B12 transporter BtuB
GLHBOIPB_02899	CDS	255				hypothetical protein
GLHBOIPB_02900	CDS	735	ycgR		COG5581	Flagellar brake protein YcgR
GLHBOIPB_02901	CDS	612	emtA	4.2.2.-	COG0741	Endo-type membrane-bound lytic murein transglycosylase A
GLHBOIPB_02902	CDS	915	ldcA	3.4.17.13	COG1619	Murein tetrapeptide carboxypeptidase
GLHBOIPB_02903	CDS	1737	cvrA		COG3263	K(+)/H(+) antiporter NhaP2
GLHBOIPB_02904	CDS	1071	dadX	5.1.1.1	COG0787	Alanine racemase, catabolic
GLHBOIPB_02905	CDS	1299	dadA_2	1.4.99.-	COG0665	D-amino acid dehydrogenase
GLHBOIPB_02906	CDS	1533				hypothetical protein
GLHBOIPB_02907	CDS	720	fadR		COG2186	Fatty acid metabolism regulator protein
GLHBOIPB_02908	CDS	1542	nhaB		COG3067	Na(+)/H(+) antiporter NhaB
GLHBOIPB_02909	CDS	531	dsbB		COG1495	Disulfide bond formation protein B
GLHBOIPB_02910	CDS	1269	umuC		COG0389	Protein UmuC
GLHBOIPB_02911	CDS	420	umuD	3.4.21.-	COG1974	Protein UmuD
GLHBOIPB_02912	CDS	447				hypothetical protein
GLHBOIPB_02913	CDS	660	ycgM		COG0179	putative protein YcgM
GLHBOIPB_02914	CDS	294	ycgL		COG3100	Protein YcgL
GLHBOIPB_02915	CDS	402	pliG			Inhibitor of g-type lysozyme
GLHBOIPB_02916	CDS	369				hypothetical protein
GLHBOIPB_02917	CDS	696	minC		COG0850	Septum site-determining protein MinC
GLHBOIPB_02918	CDS	813	minD		COG2894	Septum site-determining protein MinD
GLHBOIPB_02919	CDS	267	minE		COG0851	Cell division topological specificity factor
GLHBOIPB_02920	CDS	327				putative autotransporter
GLHBOIPB_02921	CDS	285				hypothetical protein
GLHBOIPB_02922	CDS	330	ymgD			putative protein YmgD
GLHBOIPB_02923	CDS	528				hypothetical protein
