locus_tag	ftype	length_bp	gene	EC_number	COG	product
IEKICEID_01896	CDS	1143	metC_1	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
IEKICEID_01897	CDS	999	dcyD_2	4.4.1.15	COG2515	D-cysteine desulfhydrase
IEKICEID_01898	CDS	1425				hypothetical protein
IEKICEID_01899	CDS	1146	metC_2	4.4.1.13	COG0626	Cystathionine beta-lyase
IEKICEID_01900	CDS	1131	cpg2	3.4.17.11		Carboxypeptidase G2
IEKICEID_01901	CDS	1440				hypothetical protein
IEKICEID_01902	CDS	1374	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
IEKICEID_01903	CDS	444				hypothetical protein
IEKICEID_01904	CDS	885	benM_2			HTH-type transcriptional regulator BenM
IEKICEID_01905	CDS	1248	codB_1		COG1457	Cytosine permease
IEKICEID_01906	CDS	1293	codA	3.5.4.1	COG0402	Cytosine deaminase
IEKICEID_01907	CDS	1164	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
IEKICEID_01908	CDS	2709	torS	2.7.13.3	COG0784	Sensor protein TorS
IEKICEID_01909	CDS	1032	torT		COG1879	Periplasmic protein TorT
IEKICEID_01910	CDS	702	torR		COG0745	TorCAD operon transcriptional regulatory protein TorR
IEKICEID_01911	CDS	1179	torC		COG3005	Cytochrome c-type protein TorC
IEKICEID_01912	CDS	2547	torA	1.7.2.3	COG0243	Trimethylamine-N-oxide reductase 1
IEKICEID_01913	CDS	618	torD_2		COG3381	Chaperone protein TorD
IEKICEID_01914	CDS	927				ISNCY family transposase ISVsa17
IEKICEID_01915	CDS	468	aac	2.3.1.59		Aminoglycoside 2'-N-acetyltransferase
IEKICEID_01916	CDS	624				hypothetical protein
IEKICEID_01917	CDS	747				hypothetical protein
IEKICEID_01918	CDS	1422				hypothetical protein
IEKICEID_01919	CDS	2964				hypothetical protein
IEKICEID_01920	CDS	447	bltD_1	2.3.1.57	COG0454	Spermine/spermidine acetyltransferase
IEKICEID_01921	CDS	789				hypothetical protein
IEKICEID_01922	CDS	477				hypothetical protein
IEKICEID_01923	CDS	1326		3.5.1.47		N-acetyldiaminopimelate deacetylase
IEKICEID_01924	CDS	1179	ykuR	3.5.1.47	COG1473	N-acetyldiaminopimelate deacetylase
IEKICEID_01925	CDS	978	cysB_2			HTH-type transcriptional regulator CysB
IEKICEID_01926	CDS	504				hypothetical protein
IEKICEID_01927	CDS	1083	pbpE		COG1680	Penicillin-binding protein 4*
IEKICEID_01928	CDS	738				hypothetical protein
IEKICEID_01929	CDS	450	bltD_2	2.3.1.57	COG0454	Spermine/spermidine acetyltransferase
IEKICEID_01930	CDS	432	arsC_1	1.20.4.1		Arsenate reductase
IEKICEID_01931	CDS	1290	arsB_1		COG1055	Arsenical pump membrane protein
IEKICEID_01932	CDS	336	arsR2_1		COG0640	Arsenic resistance transcriptional regulator ArsR2
IEKICEID_01933	tRNA	77				tRNA-Arg(tct)
IEKICEID_01934	CDS	885	folD		COG0190	Bifunctional protein FolD protein
IEKICEID_01935	CDS	213	ybcJ		COG2501	putative protein YbcJ
IEKICEID_01936	CDS	1155	fruB_2		COG1925	Multiphosphoryl transfer protein
IEKICEID_01937	CDS	945	lacC_2	2.7.1.144		Tagatose-6-phosphate kinase
IEKICEID_01938	CDS	1695	fruA_1		COG1299	PTS system fructose-specific EIIB'BC component
IEKICEID_01939	CDS	1254				hypothetical protein
IEKICEID_01940	CDS	1389	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
IEKICEID_01941	CDS	495	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
IEKICEID_01942	CDS	726	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
IEKICEID_01943	CDS	504	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
IEKICEID_01944	CDS	1083	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
IEKICEID_01945	CDS	1239				L-lactate transporter
IEKICEID_01946	CDS	219				hypothetical protein
IEKICEID_01947	CDS	156				hypothetical protein
IEKICEID_01948	CDS	1170		1.8.98.-	COG0641	Anaerobic sulfatase-maturating enzyme
IEKICEID_01949	CDS	861				hypothetical protein
IEKICEID_01950	CDS	1218	cvaA_2		COG0845	Colicin V secretion protein CvaA
IEKICEID_01951	CDS	1932	lagD_1	3.4.22.-		Lactococcin-G-processing and transport ATP-binding protein LagD
IEKICEID_01952	CDS	1371				hypothetical protein
IEKICEID_01953	CDS	2448				hypothetical protein
IEKICEID_01954	CDS	687	lolD_2	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
IEKICEID_01955	CDS	606	tesA	3.1.2.2	COG2755	Thioesterase 1/protease 1/lysophospholipase L1
IEKICEID_01956	CDS	804				hypothetical protein
IEKICEID_01957	CDS	858	cnoX		COG3118	Chaperedoxin
IEKICEID_01958	CDS	945	qmcA		COG0330	Protein QmcA
IEKICEID_01959	CDS	480	ybbJ		COG1585	Inner membrane protein YbbJ
IEKICEID_01960	CDS	411	cueR_2		COG0789	HTH-type transcriptional regulator CueR
IEKICEID_01961	CDS	2934	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
IEKICEID_01962	CDS	582	hdeD		COG3247	Protein HdeD
IEKICEID_01963	CDS	804				hypothetical protein
IEKICEID_01964	CDS	474	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
IEKICEID_01965	CDS	330				hypothetical protein
IEKICEID_01966	CDS	1665	ushA		COG0737	Protein UshA
IEKICEID_01967	CDS	1224	fsr			Fosmidomycin resistance protein
IEKICEID_01968	CDS	1752	ybaL		COG1226	Putative cation/proton antiporter YbaL
IEKICEID_01969	CDS	348				hypothetical protein
IEKICEID_01970	CDS	777	glpR_3		COG1349	Glycerol-3-phosphate regulon repressor
IEKICEID_01971	CDS	1230		1.18.1.2		Ferredoxin--NADP reductase
IEKICEID_01972	CDS	1401	lhgD	1.1.5.-		L-2-hydroxyglutarate dehydrogenase
IEKICEID_01973	CDS	1440	glpK_1	2.7.1.30	COG0554	Glycerol kinase
IEKICEID_01974	CDS	1251				hypothetical protein
IEKICEID_01975	CDS	1398	gsk	2.7.1.73	COG0524	Inosine-guanosine kinase
IEKICEID_01976	CDS	1119	fepE		COG3765	Ferric enterobactin transport protein FepE
IEKICEID_01977	CDS	966	hemH	4.99.1.1	COG0276	Ferrochelatase
IEKICEID_01978	CDS	645	adk	2.7.4.3	COG0563	Adenylate kinase
IEKICEID_01979	CDS	1875	htpG		COG0326	Chaperone protein HtpG
IEKICEID_01980	CDS	600	recR		COG0353	Recombination protein RecR
IEKICEID_01981	CDS	330	ybaB		COG0718	Nucleoid-associated protein YbaB
IEKICEID_01982	CDS	1959	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
IEKICEID_01983	CDS	564	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
IEKICEID_01984	CDS	549	priC		COG3923	Primosomal replication protein N''
IEKICEID_01985	CDS	177				hypothetical protein
IEKICEID_01986	CDS	3378	mscK		COG3264	Mechanosensitive channel MscK
IEKICEID_01987	CDS	354	ychN		COG1553	Protein YchN
IEKICEID_01988	CDS	651	acrR		COG1309	HTH-type transcriptional regulator AcrR
IEKICEID_01989	CDS	1188	acrA			Multidrug efflux pump subunit AcrA
IEKICEID_01990	CDS	3162	acrB		COG0841	Multidrug efflux pump subunit AcrB
IEKICEID_01991	CDS	6057				hypothetical protein
IEKICEID_01992	CDS	1545				hypothetical protein
IEKICEID_01993	CDS	4428				hypothetical protein
IEKICEID_01994	CDS	930				hypothetical protein
IEKICEID_01995	CDS	1386	sdcS_2			Sodium-dependent dicarboxylate transporter SdcS
IEKICEID_01996	CDS	1302	eno	4.2.1.11	COG0148	Enolase
IEKICEID_01997	CDS	1638	pyrG	6.3.4.2	COG0504	CTP synthase
IEKICEID_01998	CDS	915				ISNCY family transposase ISVsa17
IEKICEID_01999	CDS	795	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
IEKICEID_02000	CDS	2232	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
IEKICEID_02001	CDS	1332	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
IEKICEID_02002	CDS	1527	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
IEKICEID_02003	CDS	693	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
IEKICEID_02004	CDS	843	btuF_2		COG0614	Vitamin B12-binding protein
IEKICEID_02005	CDS	345	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
IEKICEID_02006	CDS	1290	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
IEKICEID_02007	CDS	2523	mrcB		COG0744	Penicillin-binding protein 1B
IEKICEID_02008	CDS	2460	hrpB	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
IEKICEID_02009	CDS	711	sfsA		COG1489	Sugar fermentation stimulation protein A
IEKICEID_02010	CDS	456	dksA		COG1734	RNA polymerase-binding transcription factor DksA
IEKICEID_02011	CDS	1620	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
IEKICEID_02012	CDS	492	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
IEKICEID_02013	CDS	792	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
IEKICEID_02014	CDS	864	panC	6.3.2.1	COG0414	Pantothenate synthetase
IEKICEID_02015	CDS	381	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
IEKICEID_02016	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
IEKICEID_02017	CDS	942	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
IEKICEID_02018	CDS	654	can	4.2.1.1	COG0288	Carbonic anhydrase 2
IEKICEID_02019	CDS	4152				hypothetical protein
IEKICEID_02020	CDS	537	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
IEKICEID_02021	CDS	1632	cueO		COG2132	Blue copper oxidase CueO
IEKICEID_02022	CDS	318				hypothetical protein
IEKICEID_02023	CDS	1050				hypothetical protein
IEKICEID_02024	CDS	633				hypothetical protein
IEKICEID_02025	CDS	1218				hypothetical protein
IEKICEID_02026	CDS	828				hypothetical protein
IEKICEID_02027	CDS	699				hypothetical protein
IEKICEID_02028	CDS	723				hypothetical protein
IEKICEID_02029	CDS	897	ddh	1.4.1.16		Meso-diaminopimelate D-dehydrogenase
IEKICEID_02030	CDS	1347	yeeO		COG0534	putative FMN/FAD exporter YeeO
IEKICEID_02031	CDS	1323				hypothetical protein
IEKICEID_02032	CDS	969	yjiA	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
IEKICEID_02033	CDS	204				hypothetical protein
IEKICEID_02034	CDS	2154	btsT		COG1966	Pyruvate/proton symporter BtsT
IEKICEID_02035	CDS	453				hypothetical protein
IEKICEID_02036	CDS	555				hypothetical protein
IEKICEID_02037	CDS	675	elfD_2		COG3121	putative fimbrial chaperone protein ElfD
IEKICEID_02038	CDS	546				hypothetical protein
IEKICEID_02039	CDS	717	yraI			putative fimbrial chaperone YraI
IEKICEID_02040	CDS	750	fimC_1			Chaperone protein FimC
IEKICEID_02041	CDS	1548				hypothetical protein
IEKICEID_02042	CDS	819	exsA		COG2207	Exoenzyme S synthesis regulatory protein ExsA
IEKICEID_02043	CDS	366				hypothetical protein
IEKICEID_02044	CDS	213				hypothetical protein
IEKICEID_02045	CDS	477	eco		COG4574	Ecotin
IEKICEID_02046	CDS	438	uspF_3		COG0589	Universal stress protein F
IEKICEID_02047	CDS	930	mneP		COG0053	Manganese efflux system protein MneP
IEKICEID_02048	CDS	1041	galM_1	5.1.3.3	COG2017	Aldose 1-epimerase
IEKICEID_02049	CDS	1455	prpD	4.2.1.79	COG2079	2-methylcitrate dehydratase
IEKICEID_02050	CDS	1164	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
IEKICEID_02051	CDS	888	prpB	4.1.3.30	COG2513	2-methylisocitrate lyase
IEKICEID_02052	CDS	1632	prpR		COG1221	Propionate catabolism operon regulatory protein
IEKICEID_02053	CDS	1164	ycaD_1			putative MFS-type transporter YcaD
IEKICEID_02054	CDS	960				hypothetical protein
IEKICEID_02055	CDS	1098				hypothetical protein
IEKICEID_02056	CDS	327				hypothetical protein
IEKICEID_02057	CDS	918				hypothetical protein
IEKICEID_02058	CDS	273	frmR		COG1937	Transcriptional repressor FrmR
IEKICEID_02059	CDS	1113	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
IEKICEID_02060	CDS	837	frmB	3.1.2.12	COG0627	S-formylglutathione hydrolase FrmB
IEKICEID_02061	CDS	219				hypothetical protein
IEKICEID_02062	CDS	213				hypothetical protein
IEKICEID_02063	CDS	789	hmuV_2	3.6.3.-	COG4559	Hemin import ATP-binding protein HmuV
IEKICEID_02064	CDS	1002	hmuU_4		COG0609	Hemin transport system permease protein HmuU
IEKICEID_02065	CDS	822	hmuT_2		COG4558	Hemin-binding periplasmic protein HmuT
IEKICEID_02066	CDS	1050	hemS_2		COG3720	Hemin transport protein HemS
IEKICEID_02067	CDS	2019	hemR_2		COG1629	Hemin receptor
IEKICEID_02068	CDS	174				hypothetical protein
IEKICEID_02069	CDS	630				hypothetical protein
IEKICEID_02070	CDS	1326	uhpC_1		COG2271	Membrane sensor protein UhpC
IEKICEID_02071	CDS	1053	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
IEKICEID_02072	CDS	1155	galK	2.7.1.6	COG0153	Galactokinase
IEKICEID_02073	CDS	1041	galM_2	5.1.3.3	COG2017	Aldose 1-epimerase
IEKICEID_02074	CDS	1005	galR		COG1609	HTH-type transcriptional regulator GalR
IEKICEID_02075	CDS	1632	sglT			Sodium/glucose cotransporter
IEKICEID_02076	CDS	2076	fhuA_2		COG1629	Ferrichrome outer membrane transporter/phage receptor
IEKICEID_02077	CDS	783	fhuC	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
IEKICEID_02078	CDS	927	fpuA		COG0614	Petrobactin-binding protein FpuA
IEKICEID_02079	CDS	1971	fhuB		COG0609	Iron(3+)-hydroxamate import system permease protein FhuB
IEKICEID_02080	CDS	981	cytR_1		COG1609	HTH-type transcriptional repressor CytR
IEKICEID_02081	CDS	918				hypothetical protein
IEKICEID_02082	CDS	1251	yegT_1			Putative nucleoside transporter YegT
IEKICEID_02083	CDS	1077	iolG_3	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
IEKICEID_02084	CDS	1065	iolE_2	4.2.1.44		Inosose dehydratase
IEKICEID_02085	CDS	1140				hypothetical protein
IEKICEID_02086	CDS	336	emrE_3		COG2076	Multidrug transporter EmrE
IEKICEID_02087	CDS	1311				hypothetical protein
IEKICEID_02088	CDS	1275				hypothetical protein
IEKICEID_02089	CDS	930				hypothetical protein
IEKICEID_02090	CDS	1173	intQ		COG0582	Putative defective protein IntQ
IEKICEID_02091	CDS	210				hypothetical protein
IEKICEID_02092	CDS	207				hypothetical protein
IEKICEID_02093	CDS	171				hypothetical protein
IEKICEID_02094	CDS	171				hypothetical protein
IEKICEID_02095	CDS	180				hypothetical protein
IEKICEID_02096	CDS	501				hypothetical protein
IEKICEID_02097	CDS	1968				hypothetical protein
IEKICEID_02098	CDS	333				hypothetical protein
IEKICEID_02099	CDS	825				hypothetical protein
IEKICEID_02100	CDS	744				hypothetical protein
IEKICEID_02101	CDS	711	lexA_1	3.4.21.88		LexA repressor
IEKICEID_02102	CDS	192				hypothetical protein
IEKICEID_02103	CDS	456				hypothetical protein
IEKICEID_02104	CDS	225				hypothetical protein
IEKICEID_02105	CDS	957				hypothetical protein
IEKICEID_02106	CDS	723				hypothetical protein
IEKICEID_02107	CDS	474				hypothetical protein
IEKICEID_02108	CDS	342				hypothetical protein
IEKICEID_02109	CDS	570				hypothetical protein
IEKICEID_02110	CDS	594				hypothetical protein
IEKICEID_02111	CDS	315				hypothetical protein
IEKICEID_02112	CDS	534				hypothetical protein
IEKICEID_02113	CDS	612				hypothetical protein
IEKICEID_02114	CDS	198				hypothetical protein
IEKICEID_02115	CDS	1059				hypothetical protein
IEKICEID_02116	CDS	1044				hypothetical protein
IEKICEID_02117	CDS	270				hypothetical protein
IEKICEID_02118	CDS	471	rrrD	3.2.1.17	COG3772	Lysozyme RrrD
IEKICEID_02119	CDS	174				hypothetical protein
IEKICEID_02120	CDS	450				hypothetical protein
IEKICEID_02121	CDS	492				hypothetical protein
IEKICEID_02122	CDS	1017				hypothetical protein
IEKICEID_02123	CDS	798				hypothetical protein
IEKICEID_02124	CDS	1398				hypothetical protein
IEKICEID_02125	CDS	1503				hypothetical protein
IEKICEID_02126	CDS	729				hypothetical protein
IEKICEID_02127	CDS	1257				hypothetical protein
IEKICEID_02128	CDS	498				hypothetical protein
IEKICEID_02129	CDS	1068				hypothetical protein
IEKICEID_02130	CDS	342				hypothetical protein
IEKICEID_02131	CDS	435				hypothetical protein
IEKICEID_02132	CDS	459				hypothetical protein
IEKICEID_02133	CDS	369				hypothetical protein
IEKICEID_02134	CDS	516				hypothetical protein
IEKICEID_02135	CDS	1488				hypothetical protein
IEKICEID_02136	CDS	453				hypothetical protein
IEKICEID_02137	CDS	459				hypothetical protein
IEKICEID_02138	CDS	2511				hypothetical protein
IEKICEID_02139	CDS	528				hypothetical protein
IEKICEID_02140	CDS	294				hypothetical protein
IEKICEID_02141	CDS	852				hypothetical protein
IEKICEID_02142	CDS	693				hypothetical protein
IEKICEID_02143	CDS	345				hypothetical protein
IEKICEID_02144	CDS	1188				hypothetical protein
IEKICEID_02145	CDS	660				hypothetical protein
IEKICEID_02146	CDS	1407				hypothetical protein
IEKICEID_02147	CDS	432				hypothetical protein
IEKICEID_02148	CDS	1521				hypothetical protein
IEKICEID_02149	tmRNA	364	ssrA			transfer-messenger RNA, SsrA
IEKICEID_02150	CDS	483	smpB		COG0691	SsrA-binding protein
IEKICEID_02151	CDS	435	pasT		COG2867	Persistence and stress-resistance toxin PasT
IEKICEID_02152	CDS	306	pasI		COG2914	Persistence and stress-resistance antitoxin PasI
IEKICEID_02153	CDS	393	bamE		COG2913	Outer membrane protein assembly factor BamE
IEKICEID_02154	CDS	1662	recN		COG0497	DNA repair protein RecN
IEKICEID_02155	CDS	900	nadK_1	2.7.1.23	COG0061	NAD kinase
IEKICEID_02156	CDS	594	grpE		COG0576	Protein GrpE
IEKICEID_02157	CDS	696	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
IEKICEID_02158	CDS	384	grcA			Autonomous glycyl radical cofactor
IEKICEID_02159	CDS	1446				hypothetical protein
IEKICEID_02160	CDS	1338	srmB	3.6.4.13	COG0513	ATP-dependent RNA helicase SrmB
IEKICEID_02161	CDS	1206	gltS_1		COG0786	Sodium/glutamate symporter
IEKICEID_02162	CDS	918	hutG	3.5.3.8	COG0010	Formimidoylglutamase
IEKICEID_02163	CDS	732	allR		COG1414	HTH-type transcriptional repressor AllR
IEKICEID_02164	CDS	735	yfiC	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
IEKICEID_02165	CDS	1596	nadB	1.4.3.16	COG0029	L-aspartate oxidase
IEKICEID_02166	CDS	156				hypothetical protein
IEKICEID_02167	CDS	579	rpoE			ECF RNA polymerase sigma-E factor
IEKICEID_02168	CDS	624	rseA			Anti-sigma-E factor RseA
IEKICEID_02169	CDS	951	rseB		COG3026	Sigma-E factor regulatory protein RseB
IEKICEID_02170	CDS	465	rseC		COG3086	Protein RseC
IEKICEID_02171	CDS	1800	lepA	3.6.5.-	COG0481	Elongation factor 4
IEKICEID_02172	CDS	966	lepB	3.4.21.89	COG0681	Signal peptidase I
IEKICEID_02173	CDS	768	rnc	3.1.26.3	COG0571	Ribonuclease 3
IEKICEID_02174	CDS	909	era_3		COG1159	GTPase Era
IEKICEID_02175	CDS	729	recO		COG1381	DNA repair protein RecO
IEKICEID_02176	CDS	732	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
IEKICEID_02177	CDS	393	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
IEKICEID_02178	CDS	261	yfhL		COG1145	Ferredoxin YfhL
IEKICEID_02179	CDS	453				hypothetical protein
IEKICEID_02180	CDS	648	leuE_4		COG1280	Leucine efflux protein
IEKICEID_02181	CDS	483	tadA_2	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
IEKICEID_02182	CDS	1665	mltF	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
IEKICEID_02183	CDS	3888	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
IEKICEID_02184	CDS	2610				hypothetical protein
IEKICEID_02185	CDS	648	sgbH	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase SgbH
IEKICEID_02186	CDS	831	ybhA_1	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YbhA
IEKICEID_02187	CDS	471	ulaC_2		COG1762	Ascorbate-specific PTS system EIIA component
IEKICEID_02188	CDS	1755	ulaA_2		COG3037	Ascorbate-specific PTS system EIIC component
IEKICEID_02189	CDS	756	ulaR		COG1349	HTH-type transcriptional regulator UlaR
IEKICEID_02190	CDS	1068	ulaG	3.1.1.-	COG2220	putative L-ascorbate-6-phosphate lactonase UlaG
IEKICEID_02191	CDS	1050	ugpC	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
IEKICEID_02192	CDS	2079				hypothetical protein
IEKICEID_02193	CDS	1032			COG1840	putative protein
IEKICEID_02194	CDS	1326	uhpC_2		COG2271	Membrane sensor protein UhpC
IEKICEID_02195	CDS	1527	uhpB	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase UhpB
IEKICEID_02196	CDS	627	uhpA		COG2197	Transcriptional regulatory protein UhpA
IEKICEID_02197	CDS	1035	mmcR	2.1.1.316		Mitomycin biosynthesis 6-O-methyltransferase
IEKICEID_02198	CDS	1440	qseE	2.7.13.3		Sensor histidine kinase QseE
IEKICEID_02199	CDS	831	qseG			Quorum-sensing regulator protein G
IEKICEID_02200	CDS	1341	qseF		COG2204	Transcriptional regulatory protein QseF
IEKICEID_02201	CDS	1623	nadE_1	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
IEKICEID_02202	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II 1
IEKICEID_02203	CDS	1200	hmp	1.14.12.17	COG1017	Flavohemoprotein
IEKICEID_02204	CDS	1254	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
IEKICEID_02205	CDS	1152	hcaT			putative 3-phenylpropionic acid transporter
IEKICEID_02206	CDS	705	yehC_1		COG3121	putative fimbrial chaperone YehC
IEKICEID_02207	CDS	1083				hypothetical protein
IEKICEID_02208	CDS	2505	yehB_2		COG3188	Outer membrane usher protein YehB
IEKICEID_02209	CDS	690	yehC_2		COG3121	putative fimbrial chaperone YehC
IEKICEID_02210	CDS	603				hypothetical protein
IEKICEID_02211	CDS	1278	siaM		COG1593	Sialic acid TRAP transporter large permease protein SiaM
IEKICEID_02212	CDS	480	siaQ		COG3090	Sialic acid TRAP transporter small permease protein SiaQ
IEKICEID_02213	CDS	1005	siaP		COG1638	Sialic acid-binding periplasmic protein SiaP
IEKICEID_02214	CDS	1446	uxaB_2	1.1.1.58	COG0246	Altronate oxidoreductase
IEKICEID_02215	CDS	906	lgoR		COG1802	putative HTH-type transcriptional regulator LgoR
IEKICEID_02216	CDS	1017	lgoD	1.1.1.414	COG1063	L-galactonate-5-dehydrogenase
IEKICEID_02217	CDS	804	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
IEKICEID_02218	CDS	732	trmJ	2.1.1.200	COG0565	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
IEKICEID_02219	CDS	498	iscR		COG1959	HTH-type transcriptional regulator IscR
IEKICEID_02220	CDS	1215	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
IEKICEID_02221	CDS	387	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
IEKICEID_02222	CDS	324	iscA		COG0316	Iron-binding protein IscA
IEKICEID_02223	CDS	522	hscB		COG1076	Co-chaperone protein HscB
IEKICEID_02224	CDS	1851	hscA_2		COG0443	Chaperone protein HscA
IEKICEID_02225	CDS	336	fdx		COG0633	2Fe-2S ferredoxin
IEKICEID_02226	CDS	201	iscX		COG2975	Protein IscX
IEKICEID_02227	CDS	1296	pepB	3.4.11.23	COG0260	Peptidase B
IEKICEID_02228	CDS	453				hypothetical protein
IEKICEID_02229	CDS	5040	yfhM		COG2373	Alpha-2-macroglobulin
IEKICEID_02230	CDS	2322	pbpC		COG4953	Penicillin-binding protein 1C
IEKICEID_02231	CDS	426	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
IEKICEID_02232	CDS	1182	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
IEKICEID_02233	CDS	945	rodZ		COG1426	Cytoskeleton protein RodZ
IEKICEID_02234	CDS	1119	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
IEKICEID_02235	CDS	1278	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
IEKICEID_02236	CDS	624				hypothetical protein
IEKICEID_02237	CDS	1173	bamB		COG1520	Outer membrane protein assembly factor BamB
IEKICEID_02238	CDS	1479	der		COG1160	GTPase Der
IEKICEID_02239	CDS	870	rluF	5.4.99.-	COG1187	Dual-specificity RNA pseudouridine synthase RluF
IEKICEID_02240	CDS	1140				hypothetical protein
IEKICEID_02241	CDS	918	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
IEKICEID_02242	CDS	432	ypeA	2.3.1.-	COG0456	Acetyltransferase YpeA
IEKICEID_02243	CDS	606	yfeY			putative protein YfeY
IEKICEID_02244	CDS	900	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
IEKICEID_02245	CDS	1023	cysP		COG4150	Thiosulfate-binding protein
IEKICEID_02246	CDS	831	cysT		COG0555	Sulfate transport system permease protein CysT
IEKICEID_02247	CDS	861	cysW		COG4208	Sulfate transport system permease protein CysW
IEKICEID_02248	CDS	1089	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
IEKICEID_02249	CDS	885	cysM	2.5.1.47	COG0031	Cysteine synthase B
IEKICEID_02250	CDS	510	crr		COG2190	PTS system glucose-specific EIIA component
IEKICEID_02251	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
IEKICEID_02252	CDS	258	ptsH		COG1925	Phosphocarrier protein HPr
IEKICEID_02253	CDS	954	cysK	2.5.1.47	COG0031	Cysteine synthase A
IEKICEID_02254	CDS	765	cysZ		COG2981	Sulfate transporter CysZ
IEKICEID_02255	CDS	1002	zipA		COG3115	Cell division protein ZipA
IEKICEID_02256	CDS	2019	ligA	6.5.1.2	COG0272	DNA ligase
IEKICEID_02257	CDS	1185	nupC		COG1972	Nucleoside permease NupC
IEKICEID_02258	CDS	216				hypothetical protein
IEKICEID_02259	CDS	417				hypothetical protein
IEKICEID_02260	CDS	753	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
IEKICEID_02261	CDS	261				hypothetical protein
IEKICEID_02262	CDS	279				hypothetical protein
IEKICEID_02263	tRNA	76				tRNA-Ala(ggc)
