locus_tag	ftype	length_bp	gene	EC_number	COG	product
MPKLEMIK_02227	CDS	1347	chbF	3.2.1.86	COG1486	6-phospho-beta-glucosidase
MPKLEMIK_02228	CDS	759	chbG	3.5.1.105	COG3394	Chitooligosaccharide deacetylase ChbG
MPKLEMIK_02229	CDS	2259	katE	1.11.1.6	COG0753	Catalase HPII
MPKLEMIK_02230	CDS	333	cedA			Cell division activator CedA
MPKLEMIK_02231	CDS	1392	tcyP		COG1823	L-cystine uptake protein TcyP
MPKLEMIK_02232	CDS	591	ydjM		COG1988	Inner membrane protein YdjM
MPKLEMIK_02233	CDS	762	kduD_2	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
MPKLEMIK_02234	CDS	669	hxpB_1	3.1.3.68	COG0637	Hexitol phosphatase B
MPKLEMIK_02235	CDS	537				hypothetical protein
MPKLEMIK_02236	CDS	366		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
MPKLEMIK_02237	CDS	2184	pfeA		COG4771	Ferric enterobactin receptor
MPKLEMIK_02238	CDS	474	sbmC		COG3449	DNA gyrase inhibitor
MPKLEMIK_02239	CDS	1059	yeeA		COG1289	Inner membrane protein YeeA
MPKLEMIK_02240	CDS	324				hypothetical protein
MPKLEMIK_02241	CDS	741	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
MPKLEMIK_02242	CDS	1068	cobT_2	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
MPKLEMIK_02243	CDS	1110	ahcY	3.3.1.1	COG0499	Adenosylhomocysteinase
MPKLEMIK_02244	CDS	732				hypothetical protein
MPKLEMIK_02245	CDS	390				hypothetical protein
MPKLEMIK_02246	CDS	957	dmlR_10			HTH-type transcriptional regulator DmlR
MPKLEMIK_02247	CDS	741				hypothetical protein
MPKLEMIK_02248	CDS	1320	abaF_2			Fosfomycin resistance protein AbaF
MPKLEMIK_02249	CDS	381				hypothetical protein
MPKLEMIK_02250	CDS	1320				hypothetical protein
MPKLEMIK_02251	CDS	519			COG2199	putative signaling protein
MPKLEMIK_02252	CDS	333	yeaR_2		COG3615	putative protein YeaR
MPKLEMIK_02253	CDS	336				hypothetical protein
MPKLEMIK_02254	CDS	915	gcvA_1			Glycine cleavage system transcriptional activator
MPKLEMIK_02255	CDS	576				hypothetical protein
MPKLEMIK_02256	CDS	837	cpo	1.11.1.10		Non-heme chloroperoxidase
MPKLEMIK_02257	CDS	972				hypothetical protein
MPKLEMIK_02258	CDS	1104				hypothetical protein
MPKLEMIK_02259	CDS	831				IS3 family transposase ISRaq1
MPKLEMIK_02260	CDS	126				hypothetical protein
MPKLEMIK_02261	CDS	807	nimR_2			HTH-type transcriptional regulator NimR
MPKLEMIK_02262	CDS	1977	aaeB_2			p-hydroxybenzoic acid efflux pump subunit AaeB
MPKLEMIK_02263	CDS	216				hypothetical protein
MPKLEMIK_02264	CDS	864	aaeA_2		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
MPKLEMIK_02265	CDS	621				IS3 family transposase ISEc36
MPKLEMIK_02266	CDS	366				hypothetical protein
MPKLEMIK_02267	CDS	690				hypothetical protein
MPKLEMIK_02268	CDS	114				hypothetical protein
MPKLEMIK_02269	CDS	807	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MPKLEMIK_02270	CDS	1188	sotB_4			sugar efflux transporter
MPKLEMIK_02271	CDS	1329				hypothetical protein
MPKLEMIK_02272	CDS	1503				hypothetical protein
MPKLEMIK_02273	CDS	765				hypothetical protein
MPKLEMIK_02274	CDS	897		1.1.1.169	COG1893	2-dehydropantoate 2-reductase
MPKLEMIK_02275	CDS	348				hypothetical protein
MPKLEMIK_02276	CDS	1269	intA_3		COG0582	Prophage integrase IntA
MPKLEMIK_02277	tRNA	76				tRNA-Asn(gtt)
MPKLEMIK_02278	CDS	1437	yeeO		COG0534	putative FMN/FAD exporter YeeO
MPKLEMIK_02279	tRNA	76				tRNA-Asn(gtt)
MPKLEMIK_02280	CDS	1272	intA_4		COG0582	Prophage integrase IntA
MPKLEMIK_02281	CDS	1977				hypothetical protein
MPKLEMIK_02282	CDS	2961				hypothetical protein
MPKLEMIK_02283	CDS	1236				hypothetical protein
MPKLEMIK_02284	CDS	108				hypothetical protein
MPKLEMIK_02285	CDS	564				hypothetical protein
MPKLEMIK_02286	CDS	324				hypothetical protein
MPKLEMIK_02287	CDS	597				hypothetical protein
MPKLEMIK_02288	CDS	1482				hypothetical protein
MPKLEMIK_02289	CDS	957	albA	1.21.98.-	COG0535	Antilisterial bacteriocin subtilosin biosynthesis protein AlbA
MPKLEMIK_02290	CDS	1020	moaA_1			GTP 3',8-cyclase
MPKLEMIK_02291	CDS	147				hypothetical protein
MPKLEMIK_02292	CDS	276				hypothetical protein
MPKLEMIK_02293	CDS	552				hypothetical protein
MPKLEMIK_02294	CDS	555				hypothetical protein
MPKLEMIK_02295	CDS	330				hypothetical protein
MPKLEMIK_02296	CDS	570				hypothetical protein
MPKLEMIK_02297	CDS	801				hypothetical protein
MPKLEMIK_02298	CDS	981				hypothetical protein
MPKLEMIK_02299	CDS	480				hypothetical protein
MPKLEMIK_02300	CDS	405	hns_1			DNA-binding protein H-NS
MPKLEMIK_02301	CDS	381				hypothetical protein
MPKLEMIK_02302	CDS	291				hypothetical protein
MPKLEMIK_02303	CDS	312				hypothetical protein
MPKLEMIK_02304	CDS	330				hypothetical protein
MPKLEMIK_02305	CDS	219				hypothetical protein
MPKLEMIK_02306	CDS	546				hypothetical protein
MPKLEMIK_02307	CDS	1455	amn	3.2.2.4	COG0775	AMP nucleosidase
MPKLEMIK_02308	CDS	246	pmrD			Signal transduction protein PmrD
MPKLEMIK_02309	CDS	1623	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
MPKLEMIK_02310	CDS	933				hypothetical protein
MPKLEMIK_02311	CDS	978	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
MPKLEMIK_02312	CDS	246				hypothetical protein
MPKLEMIK_02313	CDS	783				hypothetical protein
MPKLEMIK_02314	CDS	369				hypothetical protein
MPKLEMIK_02315	CDS	303	ybcO	3.1.-.-		Putative nuclease YbcO
MPKLEMIK_02316	CDS	597				hypothetical protein
MPKLEMIK_02317	CDS	429				hypothetical protein
MPKLEMIK_02318	CDS	222				hypothetical protein
MPKLEMIK_02319	CDS	255				hypothetical protein
MPKLEMIK_02320	CDS	204				hypothetical protein
MPKLEMIK_02321	CDS	786				hypothetical protein
MPKLEMIK_02322	CDS	336				hypothetical protein
MPKLEMIK_02323	CDS	714				hypothetical protein
MPKLEMIK_02324	CDS	861				hypothetical protein
MPKLEMIK_02325	CDS	261				hypothetical protein
MPKLEMIK_02326	CDS	537				hypothetical protein
MPKLEMIK_02327	CDS	231				hypothetical protein
MPKLEMIK_02328	CDS	135				hypothetical protein
MPKLEMIK_02329	CDS	192				hypothetical protein
MPKLEMIK_02330	CDS	156				hypothetical protein
MPKLEMIK_02331	CDS	3096				hypothetical protein
MPKLEMIK_02332	CDS	1089				hypothetical protein
MPKLEMIK_02333	CDS	345				hypothetical protein
MPKLEMIK_02334	CDS	612				hypothetical protein
MPKLEMIK_02335	CDS	309				hypothetical protein
MPKLEMIK_02336	CDS	1188	intA_5		COG0582	Prophage integrase IntA
MPKLEMIK_02337	CDS	891	sapC		COG4171	Peptide transport system permease protein SapC
MPKLEMIK_02338	CDS	993	sapD		COG4170	Peptide transport system ATP-binding protein SapD
MPKLEMIK_02339	CDS	810	sapF		COG4167	Peptide transport system ATP-binding protein SapF
MPKLEMIK_02340	CDS	1431				hypothetical protein
MPKLEMIK_02341	CDS	543	ves		COG3758	Protein Ves
MPKLEMIK_02342	CDS	789	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
MPKLEMIK_02343	CDS	1158				hypothetical protein
MPKLEMIK_02344	CDS	1935	rnb	3.1.13.1	COG4776	Exoribonuclease 2
MPKLEMIK_02345	CDS	180				hypothetical protein
MPKLEMIK_02346	CDS	750	srlR_2		COG1349	Glucitol operon repressor
MPKLEMIK_02347	CDS	222	osmB			Osmotically-inducible lipoprotein B
MPKLEMIK_02348	CDS	327	yciH		COG0023	putative protein YciH
MPKLEMIK_02349	CDS	738	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
MPKLEMIK_02350	CDS	1170	lapB		COG2956	Lipopolysaccharide assembly protein B
MPKLEMIK_02351	CDS	309	lapA		COG3771	Lipopolysaccharide assembly protein A
MPKLEMIK_02352	CDS	768	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
MPKLEMIK_02353	CDS	603	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
MPKLEMIK_02354	CDS	2673	acnA	4.2.1.3	COG1048	Aconitate hydratase A
MPKLEMIK_02355	CDS	168				hypothetical protein
MPKLEMIK_02356	CDS	975	cysB			HTH-type transcriptional regulator CysB
MPKLEMIK_02357	CDS	2598	topA_1	5.6.2.1	COG0550	DNA topoisomerase 1
MPKLEMIK_02358	CDS	252	yciN			Protein YciN
MPKLEMIK_02359	CDS	1083	sohB	3.4.21.-	COG0616	putative protease SohB
MPKLEMIK_02360	CDS	801	yciK	1.-.-.-	COG1028	putative oxidoreductase YciK
MPKLEMIK_02361	CDS	591	btuR	2.5.1.17	COG2109	Corrinoid adenosyltransferase
MPKLEMIK_02362	CDS	903	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
MPKLEMIK_02363	CDS	897	gcvA_2			Glycine cleavage system transcriptional activator
MPKLEMIK_02364	CDS	909				IS1595 family transposase ISBsp7
MPKLEMIK_02365	CDS	621	yciO		COG0009	putative protein YciO
MPKLEMIK_02366	CDS	864	yciV	3.1.13.-	COG0613	5'-3' exoribonuclease
MPKLEMIK_02367	CDS	1563	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
MPKLEMIK_02368	CDS	1596	trpGD		COG0512	Bifunctional protein TrpGD
MPKLEMIK_02369	CDS	1359	trpC		COG0134	Tryptophan biosynthesis protein TrpCF
MPKLEMIK_02370	CDS	1194	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
MPKLEMIK_02371	CDS	810	trpA	4.2.1.20		Tryptophan synthase alpha chain
MPKLEMIK_02372	CDS	1260	ttuD	1.1.1.81		Putative hydroxypyruvate reductase
MPKLEMIK_02373	CDS	1089	ttuC'	1.1.1.93		putative tartrate dehydrogenase/decarboxylase TtuC'
MPKLEMIK_02374	CDS	1311	ttuB_3			Putative tartrate transporter
MPKLEMIK_02375	CDS	909	benM_1			HTH-type transcriptional regulator BenM
MPKLEMIK_02376	CDS	459				hypothetical protein
MPKLEMIK_02377	CDS	948				hypothetical protein
MPKLEMIK_02378	CDS	708				hypothetical protein
MPKLEMIK_02379	CDS	2286	fiu		COG4774	Catecholate siderophore receptor Fiu
MPKLEMIK_02380	CDS	678		1.14.11.-	COG3128	PKHD-type hydroxylase
MPKLEMIK_02381	CDS	600				hypothetical protein
MPKLEMIK_02382	CDS	1299	kgtP_2			Alpha-ketoglutarate permease
MPKLEMIK_02383	CDS	324				hypothetical protein
MPKLEMIK_02384	CDS	1356	pssA	2.7.8.8	COG1502	CDP-diacylglycerol--serine O-phosphatidyltransferase
MPKLEMIK_02385	CDS	2652	pat_1	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase Pat
MPKLEMIK_02386	CDS	699				hypothetical protein
MPKLEMIK_02387	CDS	426	trxC	1.8.1.8	COG0526	Thioredoxin 2
MPKLEMIK_02388	CDS	1086	yfiF	2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase YfiF
MPKLEMIK_02389	CDS	690	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
MPKLEMIK_02390	CDS	384	grcA		COG3445	Autonomous glycyl radical cofactor
MPKLEMIK_02391	CDS	1332	srmB	3.6.4.13	COG0513	ATP-dependent RNA helicase SrmB
MPKLEMIK_02392	CDS	738	yfiC	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
MPKLEMIK_02393	CDS	1620	nadB	1.4.3.16	COG0029	L-aspartate oxidase
MPKLEMIK_02394	CDS	576	rpoE			ECF RNA polymerase sigma-E factor
MPKLEMIK_02395	CDS	651	rseA		COG3073	Anti-sigma-E factor RseA
MPKLEMIK_02396	CDS	957	rseB		COG3026	Sigma-E factor regulatory protein RseB
MPKLEMIK_02397	CDS	480	rseC		COG3086	Protein RseC
MPKLEMIK_02398	CDS	1800	lepA	3.6.5.-	COG0481	Elongation factor 4
MPKLEMIK_02399	CDS	975	lepB	3.4.21.89	COG0681	Signal peptidase I
MPKLEMIK_02400	CDS	681	rnc	3.1.26.3	COG0571	Ribonuclease 3
MPKLEMIK_02401	CDS	906	era_1		COG1159	GTPase Era
MPKLEMIK_02402	CDS	738	recO		COG1381	DNA repair protein RecO
MPKLEMIK_02403	CDS	732	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
MPKLEMIK_02404	CDS	381	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
MPKLEMIK_02405	CDS	261	yfhL		COG1145	Ferredoxin YfhL
MPKLEMIK_02406	CDS	849	murR		COG1737	HTH-type transcriptional regulator MurR
MPKLEMIK_02407	CDS	636	pgpC	3.1.3.27	COG0560	Phosphatidylglycerophosphatase C
MPKLEMIK_02408	CDS	510	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
MPKLEMIK_02409	CDS	1617	mltF_2	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
MPKLEMIK_02410	CDS	3888	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
MPKLEMIK_02411	CDS	1422	glrK	2.7.13.3		Sensor histidine kinase GlrK
MPKLEMIK_02412	CDS	687	qseG			Quorum-sensing regulator protein G
MPKLEMIK_02413	CDS	1338	qseF		COG2204	Transcriptional regulatory protein QseF
MPKLEMIK_02414	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II
MPKLEMIK_02415	CDS	1191	hmp	1.14.12.17	COG1017	Flavohemoprotein
MPKLEMIK_02416	CDS	1254	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
MPKLEMIK_02417	CDS	468	yphA		COG2259	Inner membrane protein YphA
MPKLEMIK_02418	CDS	1197	nagC_1		COG1940	N-acetylglucosamine repressor
MPKLEMIK_02419	CDS	3276				hypothetical protein
MPKLEMIK_02420	CDS	1437	xylE			D-xylose-proton symporter
MPKLEMIK_02421	CDS	834	yphB		COG2017	putative protein YphB
MPKLEMIK_02422	CDS	1137	hcaT			putative 3-phenylpropionic acid transporter
MPKLEMIK_02423	CDS	1278				hypothetical protein
MPKLEMIK_02424	CDS	639				hypothetical protein
MPKLEMIK_02425	CDS	981				hypothetical protein
MPKLEMIK_02426	CDS	837				hypothetical protein
MPKLEMIK_02427	CDS	804	suhB_2	3.1.3.25	COG0483	Inositol-1-monophosphatase
MPKLEMIK_02428	CDS	735	trmJ	2.1.1.200	COG0565	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
MPKLEMIK_02429	CDS	492	iscR		COG1959	HTH-type transcriptional regulator IscR
MPKLEMIK_02430	CDS	1215	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
MPKLEMIK_02431	CDS	387	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
MPKLEMIK_02432	CDS	324	iscA		COG0316	Iron-binding protein IscA
MPKLEMIK_02433	CDS	516	hscB		COG1076	Co-chaperone protein HscB
MPKLEMIK_02434	CDS	1851	hscA		COG0443	Chaperone protein HscA
MPKLEMIK_02435	CDS	336	fdx		COG0633	2Fe-2S ferredoxin
MPKLEMIK_02436	CDS	201	iscX		COG2975	Protein IscX
MPKLEMIK_02437	CDS	1287	pepB	3.4.11.23	COG0260	Peptidase B
MPKLEMIK_02438	CDS	777				hypothetical protein
MPKLEMIK_02439	CDS	843				hypothetical protein
MPKLEMIK_02440	CDS	858	sseA	2.8.1.2	COG2897	3-mercaptopyruvate sulfurtransferase
MPKLEMIK_02441	CDS	4950	yfhM		COG2373	Alpha-2-macroglobulin
MPKLEMIK_02442	CDS	2325	pbpC		COG4953	Penicillin-binding protein 1C
MPKLEMIK_02443	CDS	432	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
MPKLEMIK_02444	CDS	1167	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
MPKLEMIK_02445	CDS	996	rodZ		COG1426	Cytoskeleton protein RodZ
MPKLEMIK_02446	CDS	1122	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
MPKLEMIK_02447	CDS	1275	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
MPKLEMIK_02448	CDS	621				hypothetical protein
MPKLEMIK_02449	CDS	1179	bamB		COG1520	Outer membrane protein assembly factor BamB
MPKLEMIK_02450	CDS	1479	der		COG1160	GTPase Der
MPKLEMIK_02451	CDS	1080				hypothetical protein
MPKLEMIK_02452	CDS	219	yfgJ			putative protein YfgJ
MPKLEMIK_02453	CDS	1392	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
MPKLEMIK_02454	CDS	1467	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
MPKLEMIK_02455	CDS	1578	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
MPKLEMIK_02456	CDS	771				hypothetical protein
MPKLEMIK_02457	CDS	396				hypothetical protein
MPKLEMIK_02458	CDS	1470				hypothetical protein
MPKLEMIK_02459	CDS	1290				hypothetical protein
MPKLEMIK_02460	CDS	888	yofA_1		COG0583	HTH-type transcriptional regulator YofA
MPKLEMIK_02461	CDS	174	yfgG			Protein YfgG
MPKLEMIK_02462	CDS	2229	pdeF	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeF
MPKLEMIK_02463	CDS	1533	ppx	3.6.1.11	COG0248	Exopolyphosphatase
MPKLEMIK_02464	CDS	2061	ppk	2.7.4.1	COG0855	Polyphosphate kinase
MPKLEMIK_02465	CDS	642	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
MPKLEMIK_02466	CDS	1038	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
MPKLEMIK_02467	CDS	894	bglK	2.7.1.85	COG1940	Beta-glucoside kinase
MPKLEMIK_02468	CDS	585	bglA_2	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglA
MPKLEMIK_02469	CDS	816	bglA_3	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
MPKLEMIK_02470	CDS	627	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
MPKLEMIK_02471	CDS	1287	uraA		COG2233	Uracil permease
MPKLEMIK_02472	CDS	678	hda		COG0593	DnaA regulatory inactivator Hda
MPKLEMIK_02473	CDS	912				ISNCY family transposase ISSen7
MPKLEMIK_02474	CDS	360	yfgD		COG1393	putative protein YfgD
MPKLEMIK_02475	CDS	1464	bepA_1	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
MPKLEMIK_02476	CDS	1062	yhhT_1		COG0628	Putative transport protein YhhT
MPKLEMIK_02477	CDS	471	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
MPKLEMIK_02478	CDS	567	gcvR		COG2716	Glycine cleavage system transcriptional repressor
MPKLEMIK_02479	CDS	879	dapA_3	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
MPKLEMIK_02480	CDS	1035	bamC		COG3317	Outer membrane protein assembly factor BamC
MPKLEMIK_02481	CDS	714	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
MPKLEMIK_02482	CDS	876				hypothetical protein
MPKLEMIK_02483	CDS	2004	tmcA	2.3.1.193	COG1444	tRNA(Met) cytidine acetyltransferase TmcA
MPKLEMIK_02484	CDS	696				hypothetical protein
MPKLEMIK_02485	CDS	204				hypothetical protein
MPKLEMIK_02486	CDS	1128	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
MPKLEMIK_02487	CDS	354	yffB		COG1393	Protein YffB
MPKLEMIK_02488	CDS	3114	acrB_1		COG0841	Multidrug efflux pump subunit AcrB
MPKLEMIK_02489	CDS	1983		1.18.1.2		Ferredoxin--NADP reductase
MPKLEMIK_02490	CDS	597	nudK_1	3.6.1.-		GDP-mannose pyrophosphatase NudK
MPKLEMIK_02491	CDS	1047				hypothetical protein
MPKLEMIK_02492	CDS	1995	tktB	2.2.1.1	COG0021	Transketolase 2
MPKLEMIK_02493	CDS	957	tal	2.2.1.2		Transaldolase
MPKLEMIK_02494	CDS	2280	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
MPKLEMIK_02495	CDS	336	eutS		COG4810	Ethanolamine utilization protein EutS
MPKLEMIK_02496	CDS	480				hypothetical protein
MPKLEMIK_02497	CDS	690	eutQ		COG4766	Ethanolamine utilization protein EutQ
MPKLEMIK_02498	CDS	807				hypothetical protein
MPKLEMIK_02499	CDS	1017	eutD		COG0280	Ethanolamine utilization protein EutD
MPKLEMIK_02500	CDS	291	eutM		COG4577	Ethanolamine utilization protein EutM
MPKLEMIK_02501	CDS	288	eutN		COG4576	Ethanolamine utilization protein EutN
MPKLEMIK_02502	CDS	1404	proA_1	1.2.1.41		Gamma-glutamyl phosphate reductase
MPKLEMIK_02503	CDS	840	ftsA_2			Cell division protein FtsA
MPKLEMIK_02504	CDS	1188	mdh_1	1.1.1.244		NAD-dependent methanol dehydrogenase
MPKLEMIK_02505	CDS	1233				hypothetical protein
MPKLEMIK_02506	CDS	1404				hypothetical protein
MPKLEMIK_02507	CDS	1362	eutB_1	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
MPKLEMIK_02508	CDS	900	eutC_1	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
MPKLEMIK_02509	CDS	660	eutL		COG4816	Ethanolamine utilization protein EutL
MPKLEMIK_02510	CDS	486	eutK		COG4577	Ethanolamine utilization protein EutK
MPKLEMIK_02511	CDS	1053				hypothetical protein
MPKLEMIK_02512	CDS	900	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
MPKLEMIK_02513	CDS	873	amiA	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiA
MPKLEMIK_02514	CDS	426	ypeA	2.3.1.-	COG0456	Acetyltransferase YpeA
MPKLEMIK_02515	CDS	450	yfeZ			Inner membrane protein YfeZ
MPKLEMIK_02516	CDS	576	yfeY			putative protein YfeY
MPKLEMIK_02517	CDS	900	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
MPKLEMIK_02518	CDS	1017	cysP		COG4150	Thiosulfate-binding protein
MPKLEMIK_02519	CDS	834	cysT		COG0555	Sulfate transport system permease protein CysT
MPKLEMIK_02520	CDS	876	cysW		COG4208	Sulfate transport system permease protein CysW
MPKLEMIK_02521	CDS	1095	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
MPKLEMIK_02522	CDS	912	cysM	2.5.1.47	COG0031	Cysteine synthase B
MPKLEMIK_02523	CDS	396	yybH		COG4319	putative protein YybH
MPKLEMIK_02524	CDS	1299	ptsJ		COG1167	Vitamin B6 salvage pathway transcriptional repressor PtsJ
MPKLEMIK_02525	CDS	867	pdxK	2.7.1.35	COG2240	Pyridoxine/pyridoxal/pyridoxamine kinase
MPKLEMIK_02526	CDS	240				hypothetical protein
MPKLEMIK_02527	CDS	510	crr		COG2190	PTS system glucose-specific EIIA component
MPKLEMIK_02528	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
MPKLEMIK_02529	CDS	258	ptsH		COG1925	Phosphocarrier protein HPr
MPKLEMIK_02530	CDS	972	cysK_2	2.5.1.47	COG0031	Cysteine synthase A
MPKLEMIK_02531	CDS	762	cysZ		COG2981	Sulfate transporter CysZ
MPKLEMIK_02532	CDS	1062	zipA		COG3115	Cell division protein ZipA
MPKLEMIK_02533	CDS	2016	ligA	6.5.1.2	COG0272	DNA ligase
MPKLEMIK_02534	CDS	219				hypothetical protein
MPKLEMIK_02535	CDS	999				hypothetical protein
MPKLEMIK_02536	CDS	927	cynR_3			HTH-type transcriptional regulator CynR
MPKLEMIK_02537	tRNA	76				tRNA-Lys(ttt)
MPKLEMIK_02538	tRNA	76				tRNA-Val(tac)
MPKLEMIK_02539	tRNA	76				tRNA-Val(tac)
MPKLEMIK_02540	tRNA	76				tRNA-Val(tac)
MPKLEMIK_02541	CDS	1419	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
MPKLEMIK_02542	CDS	393				hypothetical protein
MPKLEMIK_02543	CDS	354				hypothetical protein
MPKLEMIK_02544	tRNA	76				tRNA-Ala(ggc)
MPKLEMIK_02545	tRNA	76				tRNA-Ala(ggc)
MPKLEMIK_02546	CDS	2172	pdeA	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeA
MPKLEMIK_02547	CDS	1203	nupC_1		COG1972	Nucleoside permease NupC
MPKLEMIK_02548	CDS	1242	mntH		COG1914	Divalent metal cation transporter MntH
MPKLEMIK_02549	CDS	360				hypothetical protein
MPKLEMIK_02550	CDS	993	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
MPKLEMIK_02551	CDS	1662	ipdC	4.1.1.74	COG3961	Indole-3-pyruvate decarboxylase
MPKLEMIK_02552	CDS	1236	yfeO			Putative ion-transport protein YfeO
MPKLEMIK_02553	CDS	966	glk	2.7.1.2	COG0837	Glucokinase
MPKLEMIK_02554	CDS	738	ypdB		COG3279	Transcriptional regulatory protein YpdB
MPKLEMIK_02555	CDS	1698	ypdA	2.7.13.3	COG3275	Sensor histidine kinase YpdA
MPKLEMIK_02556	CDS	1215	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
MPKLEMIK_02557	CDS	1197	yycB		COG2807	putative transporter YycB
MPKLEMIK_02558	CDS	459	guaD_1	3.5.4.3	COG0590	Guanine deaminase
MPKLEMIK_02559	CDS	909	cynR_4			HTH-type transcriptional regulator CynR
MPKLEMIK_02560	CDS	882				hypothetical protein
MPKLEMIK_02561	CDS	483				hypothetical protein
MPKLEMIK_02562	tRNA	75				tRNA-Arg(cct)
MPKLEMIK_02563	CDS	930	yfdC		COG2116	Inner membrane protein YfdC
MPKLEMIK_02564	CDS	762	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
MPKLEMIK_02565	CDS	1323	fadL		COG2067	Long-chain fatty acid transport protein
MPKLEMIK_02566	CDS	285				hypothetical protein
MPKLEMIK_02567	CDS	1311	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
MPKLEMIK_02568	CDS	2145	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
MPKLEMIK_02569	CDS	387	sixA	3.1.3.-	COG2062	Phosphohistidine phosphatase SixA
MPKLEMIK_02570	CDS	552	mutS2	3.1.-.-		Endonuclease MutS2
MPKLEMIK_02571	CDS	933	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
MPKLEMIK_02572	CDS	1086	aroC	4.2.3.5	COG0082	Chorismate synthase
MPKLEMIK_02573	CDS	825	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
MPKLEMIK_02574	CDS	810	yfcA_2		COG0730	putative membrane transporter protein YfcA
MPKLEMIK_02575	CDS	549	epmC	1.14.-.-	COG3101	Elongation factor P hydroxylase
